accuracy_ 67042,accuracy_ 67243,accuracy_ 67708,accuracy_ 68851,accuracy_ 68926,accuracy_ 69016,accuracy_ 69100,accuracy_ 69139,accuracy_ 69169,accuracy_ 69241,accuracy_ 69247,accuracy_ 69637,accuracy_ 69670,accuracy_ 69739,accuracy_ 69745,accuracy_ 69859,accuracy_ 70552
4.333333333,11.88888889,3.888888889,11,0.555555556,12.55555556,23.88888889,2.555555556,13.22222222,0.1,14.77777778,11,7.222222222,75.66666667,17,12.33333333,10.22222222
9.555555556,11.66666667,7.555555556,4.222222222,10,40.88888889,4,2.444444444,8.666666667,6.888888889,13.77777778,10.33333333,15,7.555555556,7.666666667,2.444444444,7.666666667
22.11111111,7.777777778,12.33333333,12.11111111,7,20.44444444,24,2.222222222,12.33333333,14.22222222,2.111111111,2.888888889,0.777777778,4.888888889,8.777777778,1.222222222,4.111111111
19,7.222222222,12.77777778,14.88888889,15.77777778,29.22222222,15.44444444,1.777777778,8.222222222,14.22222222,6.555555556,12,5.888888889,6.555555556,6.777777778,6.111111111,5.555555556
1.777777778,15.88888889,0.333333333,9.666666667,1.222222222,10.44444444,9.777777778,8.222222222,10.11111111,2,12.77777778,4.666666667,0.111111111,8,31.55555556,24.66666667,26.44444444
9.333333333,2.444444444,1.666666667,10.55555556,8,8.666666667,10,12.44444444,0.444444444,12,7,5,2.333333333,8.666666667,8.666666667,0.888888889,4.777777778
10.11111111,25,3.111111111,7.333333333,0.444444444,2.111111111,4.222222222,5.555555556,9.222222222,17,15.55555556,3.555555556,3.111111111,3.666666667,22.22222222,6.333333333,6.444444444
4.222222222,24.44444444,5.555555556,6,0.444444444,6.333333333,11.44444444,0.555555556,3.444444444,11.77777778,5.222222222,7.222222222,9.777777778,3.333333333,5.444444444,9.444444444,9.333333333
12.77777778,14.44444444,16.88888889,4.555555556,3.222222222,2,13.33333333,2.444444444,3.222222222,2.333333333,11.55555556,1.888888889,28.33333333,16.33333333,8.888888889,9.111111111,18.88888889
18.77777778,31.44444444,19.66666667,3.555555556,0.555555556,65,13.22222222,59.88888889,7.666666667,17.44444444,7,1.888888889,6.222222222,4.111111111,1.444444444,6.888888889,0.666666667
7.555555556,5.111111111,17.11111111,2.333333333,2.777777778,0.222222222,16.11111111,13.77777778,4.444444444,6.777777778,20.77777778,2.111111111,3,5.666666667,3.888888889,7.222222222,0.222222222
16.11111111,15.33333333,10.11111111,11.11111111,3.111111111,11.33333333,14.44444444,7.777777778,1.888888889,8.333333333,9.666666667,2.666666667,80.11111111,62.44444444,9.666666667,0.333333333,3.444444444
3.666666667,28.55555556,13.77777778,13.33333333,6.444444444,18.11111111,13.66666667,0.666666667,8.111111111,9.111111111,22.33333333,4.555555556,7.222222222,2.777777778,13,67.55555556,5.888888889
1.333333333,20,6.111111111,6.666666667,11.22222222,7,83.44444444,7.555555556,0.666666667,5.333333333,17.88888889,5.666666667,20.11111111,2.333333333,3.555555556,20.22222222,7.555555556
0.444444444,9.333333333,12.88888889,19.44444444,7.333333333,0.111111111,29.66666667,6.777777778,3.222222222,7.333333333,2.222222222,2.555555556,11,0.666666667,11.11111111,9.888888889,8.111111111
4.777777778,8.333333333,13.55555556,0.666666667,5,7,10.88888889,11.33333333,1.777777778,1,10.88888889,0.222222222,8.222222222,4.111111111,27.77777778,34.33333333,2.111111111
18.44444444,5,8.444444444,10.55555556,33.77777778,4.222222222,13.66666667,9.111111111,3.222222222,1.111111111,8.555555556,1.222222222,16.66666667,19.77777778,20.66666667,15.33333333,2.555555556
10,0.777777778,7.111111111,18,2.222222222,20.22222222,14.88888889,2.555555556,3,4.111111111,13.11111111,3.666666667,1.777777778,3.111111111,5.666666667,8.666666667,9.555555556
20.88888889,9.555555556,6,22.55555556,5.888888889,9.333333333,7.444444444,5.555555556,0.111111111,10.11111111,10.11111111,1.777777778,14.66666667,7.222222222,18.88888889,16.66666667,10
4.111111111,2.666666667,7.666666667,7,10.44444444,6.111111111,3,0.333333333,7.444444444,17.44444444,16.55555556,7.777777778,4.444444444,11.77777778,14.88888889,23.66666667,15.88888889
16.55555556,9.444444444,6.222222222,5.888888889,6,6,8.888888889,5.777777778,5.777777778,22.55555556,0.333333333,3.222222222,19.55555556,11.66666667,2.777777778,7.888888889,11.66666667
3.222222222,26.33333333,15.33333333,13.66666667,13.11111111,5,3.444444444,8.333333333,1.888888889,11.44444444,12.66666667,2.111111111,21.77777778,1.333333333,16.44444444,6.888888889,5.222222222
4.777777778,19.88888889,6.333333333,0.111111111,6.111111111,5.888888889,1.333333333,0.222222222,7.666666667,0.222222222,5.444444444,9.666666667,20.66666667,0.555555556,0.555555556,0.222222222,3.333333333
7.111111111,30.33333333,23.66666667,7,1.777777778,21.66666667,7.111111111,0.666666667,6.777777778,14.66666667,6.666666667,3.111111111,9,2.555555556,4.111111111,10.77777778,10.77777778
4.888888889,2.888888889,14.88888889,7.888888889,6,6.777777778,11.22222222,88.55555556,7.666666667,22.11111111,14.77777778,4.333333333,70.44444444,6.444444444,5.444444444,15.88888889,13.55555556
0.333333333,15.44444444,2.888888889,10.44444444,11.11111111,46.66666667,14.33333333,4.333333333,13.44444444,5.222222222,19,8.888888889,19.55555556,1.111111111,20.44444444,26.44444444,2.111111111
18.33333333,6.444444444,3.444444444,3.111111111,3.555555556,3.666666667,4.444444444,2,10.22222222,26.66666667,10.33333333,3.777777778,5.777777778,15.55555556,20,3.111111111,7.111111111
6.444444444,12.55555556,17.22222222,4.111111111,3.333333333,21.55555556,15.66666667,2.333333333,1.777777778,9,10.22222222,5.222222222,4.222222222,3.555555556,4,4.444444444,5.111111111
18.55555556,29.11111111,3.777777778,12.66666667,11.66666667,7.222222222,9.555555556,7.666666667,10.55555556,14.33333333,6.444444444,7.222222222,1.888888889,9.333333333,4.666666667,30.44444444,1.111111111
7.666666667,18.55555556,9.222222222,3.555555556,4.111111111,13.88888889,3.444444444,1,10.44444444,2.555555556,8.888888889,0.111111111,37.88888889,13.22222222,3.777777778,28.22222222,3.222222222
3.222222222,15,5.111111111,2.333333333,6.555555556,7.444444444,25.33333333,14.88888889,9.555555556,5.222222222,2.555555556,7.222222222,10.77777778,6.777777778,32.11111111,30.22222222,7.333333333
0.777777778,10.33333333,10.22222222,1.444444444,7.111111111,14.55555556,21.77777778,16.11111111,11.88888889,26.77777778,0.444444444,11,9,6.333333333,37.44444444,18.22222222,6.888888889
13.88888889,17.22222222,16.11111111,6.666666667,11.55555556,2.111111111,16.77777778,17.88888889,3.888888889,15.22222222,68.88888889,4.888888889,12.44444444,13.66666667,19.88888889,3.555555556,14.77777778
13.77777778,3.666666667,9.111111111,7.555555556,8.444444444,8.444444444,7.888888889,6.222222222,4,9,57.44444444,5.777777778,4.444444444,10.33333333,16.22222222,30.77777778,23.66666667
2.222222222,12.11111111,11.55555556,6.444444444,13.22222222,21,6.777777778,14.33333333,4.888888889,18.44444444,7.111111111,0.222222222,4.333333333,9.888888889,9,36,22
4.666666667,15.11111111,1.555555556,1.111111111,4.333333333,8.111111111,19.33333333,5.555555556,1.444444444,8.444444444,2.222222222,4.666666667,17.11111111,0.888888889,17.11111111,24.77777778,18.66666667
25.66666667,8.444444444,20.11111111,4.222222222,3.777777778,0.666666667,31.55555556,0.444444444,11.77777778,8.777777778,9.111111111,7.222222222,13,15.22222222,5,4.888888889,14.44444444
12.11111111,11.44444444,4.111111111,8.555555556,10,20.77777778,7.333333333,3.222222222,24.22222222,3.444444444,21.11111111,1.444444444,3.666666667,4.111111111,13.66666667,24,1.888888889
4.777777778,10.33333333,5.888888889,0.777777778,2.333333333,10.66666667,24.44444444,3.333333333,11.33333333,6.444444444,4.888888889,1.666666667,30,4.111111111,6.888888889,13,3.222222222
