accuracy_ 66961,accuracy_ 67072,accuracy_ 67120,accuracy_ 67360,accuracy_ 67378,accuracy_ 67567,accuracy_ 67672,accuracy_ 67684,accuracy_ 67765,accuracy_ 68812,accuracy_ 68818,accuracy_ 68932,accuracy_ 68977,accuracy_ 69094,accuracy_ 69298,accuracy_ 69478,accuracy_ 69592,accuracy_ 69610,accuracy_ 69622,accuracy_ 69844
5.333333333,0.777777778,4,20.11111111,1.333333333,7.555555556,5.222222222,18.22222222,5.888888889,20.22222222,39.22222222,4.666666667,4.222222222,0.888888889,8.222222222,9.111111111,11,11.88888889,9.333333333,15.88888889
7.666666667,13.11111111,9,11.66666667,11.22222222,3.555555556,6.666666667,1.222222222,9.555555556,4.333333333,26.88888889,9.111111111,12.44444444,9.666666667,5.444444444,14.33333333,13,30,14.44444444,8.333333333
11,11.66666667,3,8.555555556,4.222222222,78.44444444,10.77777778,10.55555556,8.555555556,6.555555556,20.44444444,1.666666667,21.55555556,6.444444444,9.444444444,15.11111111,3.666666667,7.888888889,11.44444444,13.22222222
11.55555556,1.666666667,5.111111111,7.777777778,2.222222222,2.555555556,24.11111111,30.77777778,9.666666667,10.55555556,27.55555556,8,21.11111111,4.111111111,12.11111111,4.222222222,1,0.222222222,0.222222222,19.33333333
4.444444444,7.888888889,7.333333333,3.888888889,4.666666667,10.11111111,12.22222222,2.888888889,21,14.55555556,78.22222222,7,17.11111111,0.666666667,6.333333333,10.66666667,0.666666667,13.33333333,1.888888889,3.555555556
9.888888889,18.77777778,6.888888889,22.22222222,20.55555556,15.33333333,4.555555556,0.444444444,2.333333333,12.77777778,12.11111111,43.77777778,1.333333333,0.111111111,9.111111111,5.222222222,1.777777778,3,2,23.33333333
0.111111111,5,4.111111111,11.33333333,2.555555556,27.22222222,8.666666667,11.77777778,13.22222222,5.111111111,49.44444444,0.555555556,0.777777778,16.77777778,25,6.777777778,10.55555556,16.33333333,4,24.88888889
8.111111111,6.444444444,6.111111111,1.111111111,16.11111111,1.555555556,1.777777778,25.33333333,2.333333333,8.777777778,44.55555556,0.222222222,2.777777778,7.222222222,18,13.55555556,24.33333333,2.777777778,11.44444444,9
13.66666667,4.222222222,12,3.111111111,16.66666667,8.555555556,0.1,19.88888889,4,1.111111111,2.777777778,7.666666667,8.111111111,16.77777778,14.55555556,18.66666667,12.77777778,18.22222222,6.555555556,4
3.888888889,8.555555556,11.11111111,18,3.222222222,11.88888889,7.888888889,8.555555556,3.333333333,11,53.66666667,8.666666667,6.333333333,2.444444444,5.333333333,6.444444444,19.33333333,71.66666667,3.888888889,3.222222222
13.88888889,11,0.222222222,76.44444444,4.666666667,2.111111111,18.55555556,6.444444444,7.888888889,6,22.11111111,8.222222222,1,16.66666667,14.66666667,7,16.66666667,8.333333333,6.222222222,13.88888889
1.777777778,6.555555556,4.222222222,5.777777778,22.88888889,3.888888889,12.66666667,11.11111111,1.444444444,7.444444444,77.88888889,76.33333333,8.333333333,0.1,2,24.55555556,7.666666667,3.666666667,1.222222222,82
2.888888889,4.111111111,10.55555556,5.333333333,6.333333333,3.777777778,11.11111111,1,37,66.77777778,7.888888889,2.888888889,2.222222222,1,8,2,2.666666667,4.777777778,0.1,4
2.888888889,8,0.222222222,14.88888889,11.22222222,18.11111111,15.55555556,15.22222222,1.222222222,1.222222222,3,7.555555556,12.88888889,10.22222222,10.77777778,1.555555556,16.11111111,21.66666667,6.888888889,3.444444444
9.777777778,1.666666667,7,60,15,3.555555556,41.88888889,0.555555556,3.555555556,5.555555556,6.666666667,21.44444444,25.55555556,14.11111111,0.111111111,8.555555556,6.666666667,0.222222222,1.555555556,21.66666667
8.888888889,24,10.66666667,6.777777778,7.444444444,12.66666667,15.33333333,27.33333333,9.111111111,8.444444444,24.66666667,8.333333333,11.66666667,13.33333333,2.111111111,2.666666667,12.33333333,5.666666667,4.888888889,36.44444444
8.666666667,12.77777778,9.222222222,2.444444444,9,6.333333333,12.11111111,1.444444444,9.333333333,14.66666667,28.77777778,66.55555556,13.11111111,0.888888889,17.44444444,10.55555556,7.333333333,5.555555556,2.777777778,7
2.111111111,5.888888889,11.55555556,1.444444444,9.111111111,7.888888889,11.55555556,9.666666667,17.66666667,3.444444444,8.888888889,13.55555556,39.77777778,17.66666667,12.11111111,4.111111111,0.555555556,5.777777778,3,6.777777778
15.55555556,14.33333333,6,12,18.55555556,2.111111111,0.444444444,32.44444444,10.55555556,11.55555556,2,12.22222222,2.444444444,5.666666667,16.66666667,3.111111111,14.22222222,8.666666667,2.666666667,21.44444444
15.33333333,0.777777778,11.88888889,1.444444444,12.22222222,16.11111111,15.66666667,17.77777778,15.33333333,3,25.88888889,48.55555556,4.333333333,1.555555556,13,19.55555556,0.222222222,13.66666667,1.222222222,2.444444444
11.88888889,10.77777778,11.88888889,15,12.66666667,8.777777778,6.222222222,4.888888889,13.66666667,16.88888889,65.88888889,21.11111111,4.444444444,5,12.22222222,3.888888889,15.66666667,14.55555556,2.444444444,30.77777778
4.333333333,4.111111111,4.777777778,20,7.777777778,6.777777778,12.22222222,7.555555556,41,7.222222222,37.55555556,6.444444444,7.888888889,17.55555556,5.333333333,1.888888889,8.333333333,4,0.666666667,9.444444444
4.888888889,17.11111111,13,11.88888889,21.77777778,8.777777778,17.44444444,30.22222222,43.66666667,22.22222222,18,6.222222222,25.22222222,16.66666667,4.222222222,8.777777778,7,0.222222222,0.333333333,20.55555556
3,7.888888889,13.55555556,25.11111111,6.555555556,6.444444444,2,15.22222222,17.33333333,7.666666667,27.11111111,8.111111111,1.111111111,6.777777778,9.444444444,5.777777778,14.22222222,16.11111111,10.55555556,1.888888889
10.44444444,8.777777778,1.777777778,18.11111111,4,12.44444444,11.66666667,25.11111111,9,24.77777778,4.777777778,16.77777778,17.88888889,14.55555556,1.111111111,7.777777778,4.888888889,12.44444444,14.22222222,1.555555556
8.777777778,10,5,10.22222222,17.77777778,4.444444444,10,25,0.555555556,0.555555556,9.444444444,1.222222222,9.222222222,10.11111111,2.666666667,0.888888889,8.444444444,12.11111111,1.666666667,20.11111111
24.55555556,10.66666667,14.55555556,0.777777778,29.66666667,7.555555556,12.44444444,36.33333333,10.88888889,11.33333333,9.666666667,0.666666667,7.888888889,4.333333333,16.77777778,1,0.888888889,15.33333333,8.555555556,5.222222222
24.44444444,7.111111111,3.888888889,20,3.666666667,6.666666667,5.222222222,34.44444444,14.77777778,47.88888889,75.33333333,0.111111111,13.55555556,3.666666667,4.555555556,3.888888889,2,17.66666667,3,10.33333333
0.777777778,0.555555556,4,11.44444444,8.888888889,22.11111111,3.111111111,15.77777778,5.333333333,58.88888889,3.666666667,1.555555556,8.666666667,22.88888889,15.44444444,5.111111111,6.222222222,3.888888889,0.111111111,17.22222222
1,0.555555556,11.11111111,2,19.77777778,0.666666667,0.222222222,13.33333333,7.222222222,41.11111111,23.33333333,48.55555556,2.666666667,8.555555556,10,6.333333333,23.33333333,25.66666667,1.444444444,9.333333333
2.444444444,1.888888889,3.444444444,5.777777778,0.444444444,11.33333333,4.777777778,27.55555556,38.66666667,40.22222222,14.55555556,4.222222222,6.777777778,1,8.333333333,0.555555556,1.444444444,6.666666667,8.666666667,2.222222222
10.88888889,0.222222222,4,2.333333333,39.88888889,6.444444444,5.111111111,7.333333333,23.55555556,20.11111111,25,24.11111111,6.444444444,7.111111111,23.44444444,3.333333333,9.111111111,5,3.555555556,13.44444444
5.777777778,1.333333333,5.777777778,18.88888889,41.11111111,13.55555556,13.44444444,9,4.444444444,1.444444444,0.111111111,10.88888889,17.88888889,16.77777778,18.22222222,0.1,12.66666667,8.444444444,3.111111111,12.55555556
10,6.555555556,1,4.888888889,6,12.55555556,17.66666667,18.77777778,3.111111111,7.555555556,68.33333333,13.88888889,1.666666667,3.888888889,2.777777778,10.33333333,0.333333333,9.777777778,0.222222222,0.666666667
7.444444444,3,0.777777778,1.444444444,7.888888889,12.55555556,22.22222222,8.777777778,15.11111111,16.55555556,44.22222222,11.77777778,0.777777778,11.11111111,3.444444444,3.888888889,5.222222222,11.77777778,12.66666667,3.222222222
12.22222222,9,4,8.222222222,15.22222222,20.22222222,7.222222222,16.77777778,3.222222222,7.222222222,83.33333333,36.33333333,1,24.77777778,4.222222222,4.555555556,11.11111111,16.66666667,3.222222222,13.33333333
17.77777778,5,0.444444444,5,3.111111111,3.888888889,8.333333333,0.888888889,36.11111111,9.444444444,67.22222222,25.22222222,10.33333333,10.22222222,4,4.444444444,1.111111111,2.333333333,0.888888889,15.55555556
2.666666667,22.11111111,7.111111111,34.88888889,5.555555556,22.22222222,1.555555556,2,10,0.111111111,5,6.444444444,5.666666667,10,14.33333333,0.111111111,7.333333333,13,5.666666667,16.11111111
6.888888889,22.33333333,6.333333333,8.444444444,5.555555556,6.333333333,6,21.11111111,11,11.33333333,37,11.66666667,4.111111111,14.33333333,9.777777778,7.444444444,8.666666667,5.555555556,0.777777778,1.666666667
3.666666667,0.777777778,5.777777778,9,14.22222222,9.666666667,19.22222222,41.11111111,10.77777778,2,78.66666667,12.22222222,11,0.222222222,15.33333333,6.222222222,2.777777778,86.77777778,11,4.444444444
5.666666667,5.888888889,1.555555556,17.22222222,8,7.888888889,8.111111111,6.666666667,40.55555556,5.777777778,58.66666667,31.55555556,9.444444444,1.888888889,0.888888889,9.666666667,0.888888889,23.88888889,15.44444444,11.66666667
15.77777778,22.22222222,6.555555556,5.111111111,1.444444444,19,5.888888889,20.77777778,10.22222222,10.77777778,12.33333333,6.333333333,13.11111111,9.888888889,1.777777778,2.888888889,8.444444444,1.777777778,15.77777778,3.555555556
1,0.555555556,10,77.22222222,9.555555556,9.333333333,6.222222222,16,2.444444444,3.777777778,70,4.666666667,15.77777778,7,0.333333333,10.22222222,68.22222222,0.111111111,1,10.11111111
2.777777778,22.33333333,2.777777778,10.55555556,28.77777778,19.77777778,8.777777778,11.66666667,6.777777778,7.777777778,19.66666667,7.222222222,15.44444444,12.77777778,3.888888889,0.444444444,85.11111111,5.777777778,11.66666667,7.111111111
7.444444444,26.33333333,8.222222222,20.11111111,24.44444444,1.777777778,15.44444444,0.555555556,47.88888889,23.22222222,82.55555556,6,15.88888889,1.111111111,12.33333333,4.888888889,2.333333333,5.444444444,6.777777778,7.444444444
3.888888889,6.222222222,4.444444444,5.555555556,80.66666667,13.55555556,4.444444444,4.222222222,6.111111111,20.11111111,3.777777778,44.44444444,6.111111111,13.22222222,6.333333333,10,2.222222222,8.333333333,1.666666667,8.555555556
0.1,19.55555556,7.333333333,12.44444444,9.444444444,13.55555556,13.33333333,2.888888889,20.66666667,15.33333333,22,8.555555556,2.333333333,9.888888889,5.444444444,1.777777778,2.222222222,6.888888889,3.666666667,11
18.55555556,2.666666667,14.11111111,6.222222222,6.666666667,15.66666667,1.777777778,9.444444444,0.111111111,4.888888889,62.33333333,6.777777778,28,5.666666667,1.333333333,15.66666667,14.22222222,1.555555556,19.88888889,2.444444444
7.333333333,13,8.111111111,7.111111111,3.777777778,25.22222222,4.666666667,15,7.222222222,14.33333333,56.44444444,3.444444444,4.666666667,0.222222222,13.44444444,3.222222222,5.444444444,3,0.222222222,8.666666667
11.11111111,2.888888889,5.222222222,22,15.44444444,12.33333333,9.777777778,7.111111111,6.444444444,26.33333333,18.55555556,0.333333333,12.55555556,3.111111111,18.33333333,0.666666667,5,5.333333333,13.22222222,6.777777778
2.444444444,3.111111111,2.333333333,21.11111111,17,8.888888889,13.11111111,13.22222222,0.666666667,42.11111111,20,2.444444444,5.555555556,1.333333333,13.66666667,0.222222222,4.888888889,16.77777778,13.11111111,1.222222222
13.33333333,19,4,0.555555556,10.77777778,39.77777778,3.222222222,18.66666667,4.222222222,4.777777778,67.77777778,12.55555556,0.888888889,4.555555556,8.666666667,5.777777778,1.222222222,1.888888889,16.22222222,4.222222222
23.22222222,25.88888889,1.444444444,15.66666667,6.333333333,10.55555556,10.55555556,9.888888889,9.111111111,7.555555556,26,12.66666667,1,22.88888889,0.333333333,4.222222222,0.222222222,8.333333333,9.777777778,1.222222222
0.666666667,19.44444444,11,4,2.333333333,15.11111111,8.555555556,31,11.88888889,11.88888889,47.22222222,8.333333333,3.111111111,11.44444444,3.888888889,3.666666667,0.777777778,0.111111111,7.111111111,7.111111111
5,5,5.666666667,0.555555556,7.555555556,22.66666667,11.88888889,26.11111111,13,15.11111111,37.66666667,1.444444444,23.33333333,0.333333333,0.666666667,11,0.444444444,1,15.22222222,3
4.888888889,23.11111111,10,33.33333333,8.333333333,1.555555556,12,31.44444444,4.888888889,66.11111111,19,3,6.777777778,4.888888889,6.333333333,6.222222222,58.66666667,3.888888889,11.22222222,8.666666667
4.777777778,10,0.111111111,9.666666667,8.555555556,2.777777778,22.44444444,41.22222222,17.11111111,2.444444444,2.777777778,11.22222222,2.666666667,2,23.66666667,7.333333333,2.888888889,15.77777778,1,12.11111111
7.222222222,1.888888889,5.444444444,10.77777778,8.888888889,3.777777778,8.222222222,20.88888889,14,6.333333333,59.66666667,4.111111111,12,0.111111111,3.888888889,6.444444444,6.444444444,3.777777778,3,2
19.66666667,9.555555556,2.555555556,9.888888889,25.55555556,28.55555556,19.33333333,33.88888889,42.22222222,15,10.88888889,8.555555556,15.88888889,2.555555556,0.888888889,19.44444444,7.222222222,3.888888889,1.555555556,3.444444444
