accuracy_ 21486,accuracy_ 21589,accuracy_ 22223,accuracy_ 66943,accuracy_ 67084,accuracy_ 67246,accuracy_ 67312,accuracy_ 67429,accuracy_ 67501,accuracy_ 67561,accuracy_ 68857,accuracy_ 68929,accuracy_ 68998,accuracy_ 69190,accuracy_ 69214,accuracy_ 69364,accuracy_ 69700,accuracy_ 69757
7.555555556,6,15.44444444,8.333333333,19.88888889,21,26.66666667,4.888888889,12.11111111,6.111111111,8.444444444,9.888888889,16.77777778,10.88888889,2.555555556,1.666666667,14,22.11111111
79,11.77777778,11.66666667,3.333333333,5.777777778,1.666666667,7.555555556,14.33333333,30.55555556,9.777777778,0.777777778,9,0.444444444,13.44444444,15.55555556,0.888888889,19.66666667,20.88888889
6.666666667,6.555555556,8.777777778,8.333333333,4.333333333,25.33333333,1.111111111,11.55555556,5.222222222,20.33333333,16.11111111,70.55555556,5.111111111,13.88888889,56.11111111,7.222222222,9,9.555555556
14.88888889,4,5.555555556,16.77777778,3.666666667,27.33333333,1.777777778,14.44444444,20.33333333,21.77777778,15.55555556,10.22222222,6,0.777777778,2.555555556,4,6.555555556,10.44444444
2.444444444,3.888888889,14.33333333,14.33333333,11.33333333,12.44444444,11,13,14.33333333,14.33333333,7.888888889,2.555555556,14.33333333,2.222222222,16.22222222,1.666666667,3.222222222,3.777777778
5.222222222,3.222222222,28,22.11111111,8.333333333,62.11111111,4.888888889,2.666666667,0.777777778,71.88888889,3.444444444,0.111111111,14.22222222,4.666666667,0.111111111,4.777777778,1.444444444,6.444444444
0.222222222,4.333333333,8.777777778,2.666666667,7.777777778,3.888888889,7,12.77777778,21.22222222,17.44444444,6.111111111,9.666666667,15.33333333,7.888888889,4.555555556,3.444444444,4.333333333,20.77777778
5.888888889,4.111111111,18.22222222,14.55555556,5.111111111,3.555555556,18.33333333,1.111111111,13.11111111,2.666666667,13.44444444,39,15.55555556,4.777777778,1.555555556,5.888888889,8,11
1.111111111,1.222222222,20,7.111111111,3.555555556,1,15.66666667,1.888888889,23,0.333333333,8.888888889,23.33333333,2.777777778,12.88888889,14.55555556,11.22222222,10.55555556,13
3.222222222,3.111111111,1.333333333,7.222222222,10.44444444,15.55555556,13.55555556,0.888888889,6.888888889,13.77777778,3.444444444,10.44444444,10.33333333,6.222222222,2.111111111,12,1,10.55555556
13.11111111,10.44444444,15.88888889,15.55555556,1.444444444,12.88888889,9.666666667,10.77777778,26.88888889,7.555555556,8.111111111,21.77777778,29.77777778,1.444444444,1.777777778,3.444444444,10.11111111,6.777777778
10.88888889,6,13,2.555555556,8.444444444,18.11111111,1.222222222,6.555555556,7.444444444,10.77777778,24.11111111,3,20.44444444,8.666666667,23,11.55555556,2.333333333,19.33333333
7.666666667,8.444444444,1.555555556,9.777777778,8.777777778,6.333333333,21,18.66666667,12.88888889,3.888888889,5.666666667,7.666666667,22,22.11111111,0.222222222,4.777777778,26.55555556,18.44444444
2.777777778,6.888888889,15.66666667,5.888888889,12.77777778,44.22222222,17.88888889,5.666666667,18.44444444,25.88888889,15.33333333,5.888888889,7.222222222,1.777777778,7.555555556,9,30.88888889,10.88888889
3.444444444,14,11.88888889,3.888888889,10.55555556,1.555555556,14,2.333333333,5.222222222,9.888888889,42,33.33333333,8,20,1.555555556,15.44444444,22.77777778,20.55555556
10.77777778,8,17.22222222,2.888888889,0.888888889,13.33333333,3.777777778,13.44444444,7.555555556,8.444444444,0.777777778,21.44444444,22,13.22222222,1.444444444,4.888888889,16.88888889,14
3.888888889,6.333333333,9,10.33333333,2.777777778,17.88888889,7.111111111,5.444444444,15.11111111,26.66666667,19.77777778,23.33333333,71.55555556,0.666666667,1.666666667,2.222222222,1.555555556,7.222222222
0.666666667,4.111111111,16.11111111,20.88888889,24,14.33333333,2.555555556,1.777777778,8.555555556,31.33333333,1.777777778,14.22222222,3.444444444,4.222222222,2.555555556,3.777777778,16.55555556,11.33333333
3.222222222,0.888888889,12.33333333,7.333333333,2.333333333,6,8.222222222,13.55555556,12.88888889,21.88888889,16.66666667,33.88888889,84.77777778,16.11111111,9.111111111,20.55555556,2.444444444,3.777777778
14.44444444,8.222222222,16.33333333,5.222222222,2.333333333,22.44444444,3.555555556,1.444444444,17.66666667,16.77777778,8.777777778,73.88888889,3.111111111,6.777777778,7.333333333,1,0.1,2.111111111
20.55555556,1.777777778,0.666666667,4.777777778,11.55555556,5.333333333,6.888888889,8,11.22222222,12.66666667,2.666666667,3.444444444,12.11111111,20.44444444,15.11111111,6.777777778,8.111111111,24.33333333
2.111111111,0.888888889,17.33333333,22.44444444,9.333333333,1,8.555555556,8.333333333,9.222222222,3.666666667,8.111111111,22.77777778,15.33333333,1.111111111,1.222222222,6.666666667,10.33333333,5.111111111
10.55555556,10.11111111,6.222222222,5,8,11.11111111,18.22222222,4.555555556,7.888888889,14,1.222222222,0.222222222,21.88888889,0.777777778,10.77777778,6.222222222,2.888888889,21.33333333
0.888888889,11.11111111,12.11111111,3.111111111,18.55555556,7.666666667,1.888888889,5.888888889,26.66666667,20.55555556,18.77777778,67.77777778,88,4.666666667,20,29.55555556,10,11.11111111
15.66666667,4.666666667,6.888888889,8.777777778,5.222222222,10.11111111,4.777777778,3.888888889,4.666666667,17.88888889,2.222222222,69.44444444,8.111111111,9,20,26.44444444,8.333333333,30
5.333333333,6.444444444,10.11111111,1.666666667,8,2.222222222,3.777777778,18.22222222,1.555555556,1.555555556,8.777777778,24.44444444,22.44444444,15.88888889,8.888888889,5.222222222,19.88888889,8.888888889
6.555555556,2.222222222,0.111111111,15.11111111,11.22222222,5,5.666666667,13.44444444,5.777777778,12.66666667,28.55555556,8.111111111,10.11111111,3.222222222,3.333333333,1.777777778,17.88888889,13.55555556
12.11111111,0.1,3.888888889,1.555555556,1.555555556,11.44444444,11.55555556,7.111111111,26,17.44444444,3,51.11111111,54.33333333,3.555555556,14.33333333,11.44444444,0.777777778,30.11111111
7.888888889,10.22222222,1.111111111,16.33333333,2,2.444444444,0.444444444,35.55555556,13.33333333,4.777777778,3,20.55555556,12.22222222,4,7.555555556,2,14.11111111,13
17,15.33333333,4.777777778,3.444444444,2.555555556,12.33333333,5.111111111,21.55555556,12.33333333,86.55555556,2.777777778,63.88888889,6.333333333,9.888888889,0.444444444,0.555555556,13.88888889,0.555555556
11.66666667,3.111111111,1.666666667,6.333333333,9.666666667,24,1.444444444,28,6.888888889,0.555555556,1,6.222222222,5.555555556,4.555555556,7.333333333,7.222222222,4.666666667,9.666666667
17.11111111,6.888888889,11.55555556,7.111111111,1.666666667,5,5.222222222,6.888888889,7.777777778,15.11111111,9.111111111,83.88888889,0.666666667,6.222222222,9.555555556,2,18.88888889,2.555555556
28,15.22222222,5,2.444444444,15.44444444,16.66666667,14.44444444,2.888888889,0.666666667,4.555555556,15.66666667,30.55555556,11.44444444,4,20.88888889,11.77777778,9.222222222,2.222222222
10.33333333,13.22222222,11.22222222,7.777777778,7.111111111,12.44444444,30.77777778,4,2.888888889,14.11111111,7.333333333,2.444444444,12.66666667,2,1.111111111,1.111111111,6.777777778,6.777777778
12.55555556,0.777777778,2.555555556,6.111111111,1.222222222,10.55555556,24.44444444,13,1.222222222,3.111111111,4.333333333,62.44444444,14.22222222,3,14.22222222,9,3.666666667,12
4,7.777777778,13.88888889,5.222222222,10.11111111,6.333333333,4.666666667,4.222222222,8,13.77777778,0.666666667,13,17.44444444,7.333333333,5.888888889,37.44444444,1.222222222,7.111111111
6.555555556,16.55555556,1.555555556,3.888888889,14.77777778,16.33333333,18.11111111,0.777777778,8,4,6.444444444,42.77777778,9.222222222,16.55555556,1.555555556,2.222222222,5.666666667,3.111111111
19.66666667,3.444444444,2.444444444,66.77777778,1.444444444,10.11111111,11.77777778,11.44444444,22.33333333,8.666666667,14.44444444,20.55555556,9.333333333,5.222222222,11.77777778,27.33333333,0.555555556,14.33333333
5.555555556,4.333333333,3.444444444,1.333333333,1.333333333,20,17.33333333,9,22,6.222222222,23.66666667,21,0.222222222,0.222222222,5.777777778,2.555555556,17.33333333,6.555555556
2.666666667,11.88888889,10.22222222,4.222222222,7.666666667,7,10.77777778,4.444444444,9.888888889,0.444444444,2.555555556,13.44444444,1.111111111,3.888888889,9.777777778,2.666666667,16.77777778,7
27.22222222,10.66666667,39.33333333,5.888888889,1.777777778,8,12.88888889,3.111111111,11.66666667,17,7.111111111,11.55555556,7.555555556,3.888888889,15.77777778,12.77777778,2.888888889,0.444444444
12.44444444,4.111111111,14.88888889,8.777777778,9.111111111,18.22222222,3.666666667,0.444444444,1.222222222,15.33333333,2.888888889,36.66666667,1.333333333,13.55555556,1.444444444,13.11111111,14.66666667,24.44444444
7.888888889,6.555555556,13.55555556,9.888888889,2.555555556,20.44444444,6.444444444,2.555555556,3.888888889,21.55555556,3.333333333,4.666666667,7.777777778,19.22222222,1,27.22222222,1,0.777777778
7.222222222,10.55555556,5.888888889,9.555555556,21.33333333,26.33333333,2,10.11111111,15.33333333,12.77777778,3.111111111,6.888888889,8.222222222,5.444444444,7.777777778,24,6.666666667,15.44444444
