"","distance_ 66961","distance_ 67072","distance_ 67120","distance_ 67360","distance_ 67378","distance_ 67567","distance_ 67672","distance_ 67684","distance_ 67765","distance_ 68812","distance_ 68818","distance_ 68932","distance_ 68977","distance_ 69094","distance_ 69298","distance_ 69478","distance_ 69592","distance_ 69610","distance_ 69622","distance_ 69844"
"105",68.88888889,61.66666667,-70.55555556,-42.77777778,37.77777778,-48.33333333,-67.22222222,28.88888889,-73.33333333,41.11111111,23.33333333,-63.33333333,-73.33333333,-66.11111111,56.66666667,26.66666667,33.33333333,59.44444444,38.33333333,-31.66666667
"106",-56.66666667,21.11111111,36.11111111,48.88888889,31.66666667,-47.22222222,34.44444444,52.22222222,74.44444444,-40.55555556,-36.66666667,-48.88888889,45,-53.88888889,60.55555556,-40.55555556,-72.77777778,-49.44444444,-47.22222222,-45.55555556
"107",-45,-20,45.55555556,-72.22222222,-62.22222222,-57.77777778,-31.66666667,-72.22222222,44.44444444,53.33333333,-27.22222222,74.44444444,20.55555556,56.66666667,30.55555556,30.55555556,-35.55555556,-53.33333333,-46.11111111,21.11111111
"108",-62.22222222,-51.11111111,-51.11111111,22.77777778,66.66666667,71.11111111,70,21.66666667,60.55555556,-46.11111111,-64.44444444,-33.88888889,22.77777778,61.66666667,63.88888889,-65,-56.66666667,28.33333333,-46.66666667,-59.44444444
"109",26.66666667,-68.33333333,-57.77777778,41.66666667,70.55555556,62.22222222,27.22222222,-53.88888889,-31.11111111,-53.88888889,34.44444444,-47.22222222,55,-28.88888889,-59.44444444,55,-59.44444444,49.44444444,-60.55555556,-37.77777778
"110",35.55555556,33.33333333,-39.44444444,-75,66.66666667,-60,56.66666667,-51.66666667,43.88888889,46.11111111,-40.55555556,-70.55555556,21.66666667,-27.77777778,-60,22.77777778,-45,-57.77777778,72.22222222,62.22222222
"111",-56.11111111,-75,22.22222222,-40.55555556,67.22222222,-31.11111111,74.44444444,-51.11111111,-57.77777778,58.88888889,-43.88888889,-46.66666667,-26.66666667,-65,27.77777778,66.66666667,31.11111111,68.88888889,-67.22222222,50
"112",73.88888889,-41.66666667,62.22222222,43.88888889,28.33333333,66.11111111,52.77777778,-20.55555556,-66.11111111,-23.33333333,-21.11111111,-27.77777778,50.55555556,66.66666667,26.66666667,53.33333333,33.88888889,37.77777778,-53.33333333,38.88888889
"113",42.22222222,-51.11111111,32.77777778,30,-71.11111111,27.22222222,51.11111111,-61.11111111,73.33333333,52.22222222,66.66666667,57.77777778,-34.44444444,-38.88888889,-52.22222222,-62.22222222,38.88888889,-66.11111111,48.88888889,-55.55555556
"114",67.22222222,35,50.55555556,-21.66666667,-58.88888889,-43.33333333,-37.77777778,-33.88888889,-42.22222222,-25.55555556,-53.33333333,59.44444444,-75,65.55555556,-56.11111111,-54.44444444,58.88888889,57.77777778,-31.66666667,43.88888889
"115",-75,52.22222222,-71.66666667,-70,-72.22222222,61.66666667,20.55555556,31.11111111,-63.33333333,-38.88888889,-51.11111111,-26.66666667,-23.33333333,-25,60.55555556,67.22222222,-35,-36.11111111,38.88888889,38.33333333
"116",-36.66666667,-68.88888889,48.88888889,24.44444444,-25.55555556,-52.77777778,-30.55555556,51.11111111,53.33333333,52.77777778,29.44444444,63.33333333,-53.88888889,-50,60,20,34.44444444,52.77777778,72.22222222,32.22222222
"117",73.33333333,-36.66666667,71.11111111,40.55555556,39.44444444,-21.11111111,69.44444444,-40,51.66666667,66.66666667,-72.22222222,-58.88888889,-65.55555556,54.44444444,50.55555556,21.66666667,-30.55555556,32.22222222,67.22222222,-53.33333333
"118",-26.66666667,-50.55555556,-45.55555556,70,-59.44444444,-60,-47.77777778,-34.44444444,-43.88888889,-68.88888889,74.44444444,-48.33333333,-38.33333333,-40.55555556,-41.11111111,-25,-25.55555556,-46.66666667,43.33333333,68.88888889
"119",-37.77777778,28.88888889,-26.66666667,-57.77777778,-23.88888889,33.33333333,-52.77777778,-68.33333333,-64.44444444,73.33333333,65,47.22222222,45.55555556,-66.11111111,-54.44444444,37.77777778,-52.22222222,33.33333333,70.55555556,60.55555556
"120",58.88888889,37.77777778,-54.44444444,-44.44444444,60,-63.33333333,-59.44444444,-22.77777778,-70.55555556,58.33333333,-35.55555556,72.77777778,-72.22222222,-35,56.11111111,50.55555556,-73.88888889,-57.77777778,-58.33333333,30.55555556
"121",42.77777778,-37.22222222,-28.33333333,67.22222222,-64.44444444,-74.44444444,45,62.22222222,73.88888889,-67.77777778,-36.66666667,34.44444444,-51.11111111,53.88888889,-66.66666667,-25,58.88888889,-25.55555556,-72.22222222,29.44444444
"122",-46.66666667,-52.22222222,40,-61.11111111,-66.66666667,-34.44444444,-42.22222222,-52.22222222,-23.88888889,57.77777778,37.77777778,-36.66666667,-72.77777778,51.11111111,-32.22222222,-31.11111111,30,31.11111111,31.66666667,-48.88888889
"123",-68.33333333,41.11111111,-70,36.66666667,47.77777778,34.44444444,56.66666667,-67.22222222,-35.55555556,-36.66666667,-63.88888889,41.11111111,40.55555556,71.66666667,34.44444444,43.33333333,-65,75,-59.44444444,33.33333333
"124",-55,58.33333333,75,25.55555556,-42.22222222,39.44444444,-57.22222222,-45.55555556,60.55555556,-69.44444444,-25.55555556,21.66666667,60.55555556,70.55555556,-59.44444444,46.11111111,-48.33333333,38.88888889,-34.44444444,72.22222222
"125",29.44444444,48.33333333,46.11111111,62.22222222,32.77777778,69.44444444,33.88888889,27.22222222,51.66666667,-29.44444444,-55.55555556,45,21.11111111,48.88888889,-41.11111111,32.77777778,-70,47.77777778,-72.77777778,-48.33333333
"126",-69.44444444,48.88888889,-21.66666667,38.88888889,-31.66666667,-46.11111111,67.22222222,-38.88888889,70,29.44444444,-52.22222222,-25,53.88888889,41.66666667,38.33333333,66.66666667,56.66666667,-71.66666667,63.88888889,44.44444444
"127",56.11111111,57.22222222,-51.11111111,57.77777778,70.55555556,21.66666667,70.55555556,-30.55555556,-31.66666667,-37.77777778,63.88888889,22.77777778,-61.66666667,-58.88888889,-36.11111111,52.77777778,32.22222222,-50,70,58.33333333
"128",53.88888889,40,-48.88888889,66.66666667,60.55555556,-47.22222222,21.66666667,32.77777778,-57.22222222,-71.11111111,-40.55555556,-24.44444444,-22.22222222,-47.77777778,75,-22.22222222,-55.55555556,41.66666667,-20,-26.11111111
"129",-71.11111111,-34.44444444,-56.11111111,73.88888889,41.11111111,70.55555556,-47.77777778,38.33333333,63.33333333,72.77777778,-74.44444444,-37.22222222,62.77777778,-52.77777778,-55,50.55555556,71.66666667,47.22222222,39.44444444,-60
"130",58.33333333,-32.77777778,45,-73.88888889,-46.66666667,44.44444444,-20,-53.88888889,20,-63.88888889,-72.77777778,53.33333333,-38.88888889,62.77777778,-45.55555556,56.66666667,42.22222222,42.22222222,40.55555556,75
"131",-31.11111111,-55.55555556,58.88888889,60,22.77777778,36.11111111,-61.11111111,24.44444444,-23.33333333,50,71.66666667,-33.33333333,41.66666667,54.44444444,38.33333333,30.55555556,58.33333333,-23.33333333,68.88888889,27.22222222
"132",61.11111111,70,-62.22222222,54.44444444,-31.66666667,26.11111111,34.44444444,-34.44444444,-38.88888889,-45,-43.88888889,-47.77777778,-35,41.66666667,-56.66666667,-70,-23.33333333,-51.66666667,22.77777778,-38.88888889
"133",-67.77777778,44.44444444,-67.77777778,22.22222222,66.11111111,26.11111111,68.33333333,31.11111111,-20.55555556,70.55555556,43.88888889,-46.66666667,28.33333333,30,-45,70.55555556,36.66666667,66.66666667,22.77777778,40
"134",-38.88888889,-58.88888889,60.55555556,-23.33333333,-68.33333333,-52.77777778,-23.88888889,-45,-75,-32.22222222,48.88888889,53.88888889,-47.22222222,65,35,25,51.66666667,57.22222222,25,-65
"135",73.88888889,30,57.77777778,53.88888889,-67.77777778,-68.88888889,-74.44444444,-37.22222222,-27.22222222,67.22222222,30,44.44444444,-66.11111111,47.22222222,67.77777778,-30.55555556,-61.11111111,71.66666667,-46.11111111,-30.55555556
"136",32.22222222,-23.33333333,50,60,65,44.44444444,26.11111111,60.55555556,-45.55555556,-55.55555556,38.33333333,-74.44444444,29.44444444,-61.11111111,56.11111111,50.55555556,-61.66666667,-67.22222222,35.55555556,-71.66666667
"137",51.11111111,45,58.33333333,72.77777778,-29.44444444,33.33333333,-66.66666667,48.33333333,56.11111111,49.44444444,-58.33333333,-31.66666667,-46.66666667,63.33333333,33.88888889,38.33333333,43.33333333,63.33333333,56.11111111,24.44444444
"138",-53.33333333,-62.77777778,-57.77777778,-64.44444444,65,-26.66666667,-26.11111111,29.44444444,-73.33333333,41.66666667,-47.22222222,70.55555556,58.88888889,-68.88888889,-39.44444444,45.55555556,31.66666667,74.44444444,27.22222222,35
"139",-23.88888889,28.88888889,-39.44444444,35.55555556,-56.11111111,68.88888889,-74.44444444,21.66666667,-71.66666667,59.44444444,-26.11111111,-29.44444444,-47.22222222,-51.66666667,-31.11111111,46.11111111,-49.44444444,62.77777778,-30,-22.77777778
"140",54.44444444,-68.33333333,55,-50,59.44444444,-33.88888889,-55.55555556,-59.44444444,55.55555556,-55.55555556,-55,-47.22222222,-24.44444444,66.66666667,71.66666667,-66.11111111,-72.22222222,66.66666667,-66.66666667,54.44444444
"141",61.66666667,32.77777778,61.11111111,-25.55555556,-22.77777778,48.88888889,-66.66666667,-52.77777778,28.33333333,-75,71.11111111,24.44444444,-21.66666667,-24.44444444,45,-44.44444444,37.77777778,-61.66666667,-52.22222222,-39.44444444
"142",-28.88888889,72.22222222,41.11111111,30,31.66666667,42.77777778,22.77777778,53.88888889,-31.66666667,73.88888889,-33.88888889,66.11111111,-55.55555556,-45,47.22222222,-53.88888889,41.66666667,49.44444444,49.44444444,-52.22222222
"143",-31.66666667,46.11111111,-42.22222222,20,42.77777778,-62.77777778,-57.77777778,-20.55555556,-70,62.22222222,69.44444444,69.44444444,43.88888889,-40.55555556,53.33333333,-23.88888889,-41.66666667,-65,-31.66666667,49.44444444
"144",-33.88888889,33.88888889,55,-23.88888889,37.22222222,-62.22222222,-65.55555556,-72.77777778,-73.33333333,-62.77777778,-45,37.77777778,-57.22222222,-61.66666667,27.22222222,52.77777778,35,57.77777778,21.66666667,-20.55555556
"145",-60,-71.11111111,-40.55555556,-51.11111111,35.55555556,-45.55555556,-25,-37.22222222,-53.33333333,31.66666667,-61.11111111,23.88888889,-46.11111111,-27.77777778,74.44444444,-67.22222222,-62.22222222,-61.11111111,65.55555556,46.11111111
"146",-35.55555556,-32.77777778,32.22222222,53.88888889,-75,-64.44444444,-23.33333333,-61.11111111,60,-72.77777778,-52.77777778,-52.77777778,-56.11111111,-35.55555556,-68.88888889,22.22222222,46.11111111,45.55555556,-47.22222222,65.55555556
"147",47.22222222,60,70,-57.77777778,62.77777778,34.44444444,-75,25,45.55555556,-69.44444444,-49.44444444,27.77777778,-52.77777778,-68.88888889,-51.66666667,61.11111111,29.44444444,31.11111111,66.66666667,46.11111111
"148",24.44444444,-48.33333333,-45.55555556,37.22222222,73.33333333,30.55555556,-60.55555556,63.33333333,-48.88888889,-26.66666667,31.66666667,38.33333333,-46.11111111,-71.66666667,-37.77777778,45,28.88888889,-56.66666667,-60.55555556,-42.22222222
"149",25.55555556,63.88888889,-33.88888889,-20,31.66666667,-53.33333333,-37.22222222,54.44444444,27.77777778,71.11111111,-31.66666667,56.11111111,39.44444444,-66.66666667,-25.55555556,26.11111111,75,38.33333333,-70,41.66666667
"150",42.77777778,-59.44444444,-55,-44.44444444,68.88888889,61.11111111,-41.11111111,-27.77777778,38.33333333,31.11111111,-53.33333333,24.44444444,41.66666667,73.88888889,29.44444444,-71.11111111,-57.22222222,-58.88888889,46.11111111,-67.22222222
"151",-70,49.44444444,53.88888889,70,-52.22222222,28.33333333,-62.22222222,-33.33333333,-57.22222222,-21.11111111,-58.33333333,-35.55555556,-38.33333333,-35.55555556,55,23.33333333,-21.66666667,51.66666667,74.44444444,58.33333333
"152",55.55555556,66.11111111,40.55555556,52.22222222,-44.44444444,-61.66666667,62.77777778,-70.55555556,21.66666667,52.22222222,-60.55555556,47.22222222,37.77777778,-75,-71.66666667,-29.44444444,-44.44444444,43.33333333,66.66666667,-22.22222222
"153",21.11111111,-22.77777778,-20,23.33333333,-36.11111111,29.44444444,68.88888889,33.33333333,69.44444444,46.11111111,20,23.88888889,29.44444444,46.11111111,74.44444444,38.33333333,-31.11111111,-25,-35.55555556,24.44444444
"154",-67.22222222,46.66666667,62.22222222,61.11111111,-66.11111111,20.55555556,34.44444444,25,-40.55555556,24.44444444,-33.88888889,61.11111111,28.88888889,-57.77777778,47.22222222,45,51.66666667,-30.55555556,41.11111111,-45.55555556
"155",75,-45.55555556,-50,53.88888889,-60,-30.55555556,-21.66666667,57.22222222,41.11111111,-30.55555556,43.33333333,-26.11111111,61.66666667,71.11111111,-67.77777778,63.33333333,63.33333333,27.22222222,-32.22222222,-26.66666667
"156",-20.55555556,-20,47.22222222,25.55555556,66.11111111,35.55555556,-52.77777778,42.22222222,-41.11111111,-60.55555556,32.77777778,22.22222222,-52.22222222,-68.88888889,-24.44444444,-61.11111111,52.77777778,-52.77777778,53.33333333,67.22222222
"157",-47.77777778,-65,-60,-67.22222222,-72.77777778,67.77777778,42.22222222,-37.77777778,32.22222222,-52.22222222,-21.66666667,-56.66666667,-25,57.77777778,27.22222222,60.55555556,-66.11111111,56.66666667,-22.22222222,33.33333333
"158",72.77777778,-55,-39.44444444,35,28.88888889,33.88888889,53.33333333,-38.88888889,-43.88888889,-69.44444444,67.22222222,62.22222222,63.33333333,-37.22222222,-40,64.44444444,-31.11111111,-21.66666667,51.11111111,60.55555556
"159",28.33333333,-71.11111111,-56.11111111,63.88888889,-44.44444444,-62.22222222,-50.55555556,-30,-25,48.88888889,75,-34.44444444,-33.33333333,50,-33.33333333,-28.88888889,-53.33333333,-35,68.33333333,-51.11111111
"160",46.11111111,-73.33333333,63.33333333,-34.44444444,-25.55555556,-38.33333333,20,66.11111111,75,66.66666667,25,-33.33333333,-66.11111111,28.33333333,62.77777778,35.55555556,61.66666667,24.44444444,32.77777778,51.66666667
"161",61.66666667,57.22222222,-32.22222222,-55,-37.77777778,31.66666667,52.77777778,68.88888889,67.77777778,-35,61.66666667,-47.77777778,-20,27.22222222,-43.33333333,-32.22222222,-52.22222222,42.22222222,35,74.44444444
"162",53.33333333,-61.11111111,30.55555556,47.22222222,35,23.88888889,-36.11111111,-23.33333333,-74.44444444,52.77777778,-21.66666667,-65.55555556,-60.55555556,-23.88888889,-43.88888889,-71.66666667,-43.88888889,-43.88888889,-20.55555556,68.33333333
"163",27.22222222,-67.22222222,-54.44444444,-41.11111111,-20.55555556,60,48.88888889,-72.77777778,47.77777778,-72.77777778,-56.66666667,63.33333333,43.88888889,68.88888889,22.22222222,-36.11111111,29.44444444,72.22222222,67.77777778,-25.55555556
"164",35,-65.55555556,-75,-27.77777778,45.55555556,61.66666667,47.77777778,-35,-25.55555556,-37.22222222,75,26.66666667,52.77777778,25,73.33333333,27.22222222,72.77777778,-68.88888889,60,21.11111111
"165",-32.77777778,-51.66666667,57.77777778,70.55555556,72.22222222,-52.77777778,-52.77777778,66.66666667,57.77777778,37.22222222,-56.66666667,57.77777778,70.55555556,42.77777778,-53.88888889,-20.55555556,41.11111111,42.77777778,38.33333333,-56.11111111
"166",-34.44444444,-73.33333333,-22.22222222,41.11111111,-69.44444444,-27.77777778,40.55555556,-34.44444444,33.88888889,-47.77777778,49.44444444,65,73.88888889,71.11111111,-33.33333333,-38.88888889,-51.66666667,-40.55555556,-52.77777778,-40.55555556
"167",-53.88888889,-47.77777778,-25.55555556,-50.55555556,-26.66666667,45.55555556,-60.55555556,-72.22222222,66.11111111,-23.88888889,-47.22222222,69.44444444,33.88888889,-72.77777778,-33.33333333,55,22.77777778,-63.33333333,53.33333333,60.55555556
"168",60,-55.55555556,38.33333333,40.55555556,54.44444444,-40.55555556,36.66666667,-36.11111111,66.66666667,-58.33333333,-30,29.44444444,-66.66666667,33.88888889,29.44444444,-57.77777778,-37.77777778,23.88888889,-53.33333333,-65
"169",-39.44444444,-33.33333333,38.88888889,22.22222222,-51.66666667,43.33333333,-72.22222222,-74.44444444,-28.88888889,68.88888889,-33.33333333,-57.22222222,65,31.66666667,41.66666667,46.66666667,-22.77777778,29.44444444,71.11111111,-40.55555556
"170",-51.66666667,45,-21.11111111,48.88888889,-42.22222222,-57.22222222,-68.33333333,-35,67.22222222,-26.66666667,-55.55555556,-40.55555556,-36.66666667,-62.22222222,54.44444444,-57.22222222,-60.55555556,70,-27.77777778,-23.33333333
"171",43.88888889,-31.11111111,-72.22222222,70,60.55555556,46.66666667,52.77777778,31.11111111,74.44444444,53.33333333,-40.55555556,-56.66666667,24.44444444,61.11111111,-73.33333333,28.33333333,-50,-36.66666667,-22.77777778,-62.22222222
"172",-59.44444444,56.11111111,-43.33333333,21.11111111,-65,-73.88888889,-63.88888889,-57.22222222,-61.66666667,-48.88888889,-45,-50.55555556,-49.44444444,56.66666667,-46.66666667,27.22222222,31.11111111,-67.22222222,71.11111111,-32.77777778
"173",-41.66666667,-20,50,-25.55555556,-72.77777778,-27.77777778,67.77777778,-31.66666667,32.77777778,-67.22222222,47.77777778,-49.44444444,61.11111111,54.44444444,71.66666667,27.77777778,-22.22222222,28.88888889,-57.77777778,22.77777778
"174",27.77777778,-48.88888889,-30.55555556,-71.66666667,53.33333333,-50.55555556,-35.55555556,-56.11111111,31.11111111,44.44444444,45,-51.66666667,-20,-53.88888889,28.33333333,37.77777778,-22.22222222,41.66666667,72.77777778,-22.22222222
"175",61.66666667,54.44444444,-55,-65,48.33333333,23.88888889,-44.44444444,55,58.88888889,-26.11111111,-47.22222222,-56.66666667,21.11111111,54.44444444,28.88888889,61.66666667,-62.77777778,61.11111111,-38.88888889,-46.11111111
"176",-65,60,28.33333333,60.55555556,-45.55555556,-43.33333333,-33.88888889,63.88888889,-75,63.88888889,43.33333333,-70.55555556,61.66666667,46.66666667,-61.66666667,-65,-40.55555556,70,-67.77777778,-60
"177",31.11111111,-51.11111111,50,33.33333333,56.66666667,24.44444444,65,39.44444444,73.88888889,53.88888889,60,30,42.22222222,-71.11111111,63.33333333,-22.22222222,73.33333333,26.11111111,47.22222222,43.33333333
"178",62.22222222,55,-68.88888889,41.66666667,-74.44444444,52.77777778,69.44444444,32.77777778,38.88888889,-39.44444444,-62.77777778,72.22222222,-53.33333333,75,-61.66666667,21.66666667,-23.88888889,22.77777778,-35,46.11111111
"179",27.77777778,56.11111111,-59.44444444,-62.77777778,63.88888889,-72.22222222,-22.22222222,43.88888889,-40,68.33333333,-73.33333333,56.11111111,60,73.88888889,-26.11111111,69.44444444,-39.44444444,57.77777778,20,55
"180",28.33333333,70.55555556,-74.44444444,-28.88888889,34.44444444,-55.55555556,26.66666667,63.88888889,72.77777778,50,-68.88888889,-39.44444444,-61.11111111,-25.55555556,-38.88888889,-50.55555556,47.22222222,33.88888889,-64.44444444,54.44444444
