"","distance_ 67042","distance_ 67243","distance_ 67708","distance_ 68851","distance_ 68926","distance_ 69016","distance_ 69100","distance_ 69139","distance_ 69169","distance_ 69241","distance_ 69247","distance_ 69637","distance_ 69670","distance_ 69739","distance_ 69745","distance_ 69859","distance_ 70552"
"138",66.11111111,37.22222222,30,46.11111111,35.55555556,46.11111111,41.11111111,73.88888889,41.11111111,62.22222222,48.33333333,31.11111111,33.88888889,47.22222222,43.88888889,61.66666667,42.77777778
"139",25,28.33333333,29.44444444,74.44444444,36.11111111,28.33333333,21.11111111,53.88888889,71.11111111,28.33333333,43.33333333,62.22222222,52.77777778,67.77777778,27.22222222,42.77777778,25.55555556
"140",28.33333333,55,33.88888889,37.77777778,55,56.66666667,37.22222222,44.44444444,71.66666667,69.44444444,41.66666667,28.88888889,31.66666667,53.88888889,40,67.77777778,64.44444444
"141",58.88888889,72.22222222,69.44444444,45.55555556,45.55555556,70.55555556,55.55555556,49.44444444,23.33333333,40,50,29.44444444,23.33333333,61.11111111,37.22222222,27.77777778,50.55555556
"142",56.66666667,56.11111111,58.88888889,35,45.55555556,25.55555556,73.88888889,50.55555556,52.22222222,40,57.77777778,65,32.22222222,73.33333333,60,58.33333333,67.22222222
"143",64.44444444,48.33333333,44.44444444,67.22222222,70,73.88888889,30,65.55555556,61.66666667,66.11111111,52.22222222,43.33333333,55,25.55555556,66.66666667,50.55555556,38.33333333
"144",66.11111111,42.77777778,73.33333333,56.11111111,75,64.44444444,65,32.22222222,58.33333333,57.22222222,26.11111111,58.88888889,72.22222222,38.88888889,57.77777778,47.77777778,38.88888889
"145",70,27.22222222,67.77777778,68.88888889,72.77777778,37.77777778,69.44444444,67.22222222,37.77777778,57.22222222,70.55555556,65,33.88888889,70.55555556,57.22222222,41.11111111,55.55555556
"146",32.77777778,56.11111111,36.66666667,66.66666667,37.22222222,70.55555556,22.77777778,42.22222222,33.88888889,60,22.77777778,73.33333333,38.88888889,35,59.44444444,51.66666667,74.44444444
"147",43.33333333,50.55555556,41.66666667,60.55555556,30,31.66666667,75,49.44444444,74.44444444,25,45,40,26.66666667,26.66666667,48.33333333,26.11111111,22.22222222
"148",43.88888889,25,73.88888889,23.33333333,34.44444444,21.11111111,42.22222222,59.44444444,27.77777778,75,74.44444444,70.55555556,66.11111111,31.66666667,72.77777778,48.33333333,24.44444444
"149",52.77777778,34.44444444,34.44444444,20,29.44444444,33.33333333,24.44444444,55.55555556,25.55555556,42.77777778,62.22222222,32.77777778,22.22222222,68.33333333,24.44444444,49.44444444,71.66666667
"150",42.22222222,64.44444444,21.11111111,44.44444444,62.77777778,60,38.33333333,25.55555556,42.22222222,46.66666667,39.44444444,43.88888889,73.33333333,36.66666667,23.88888889,21.11111111,56.11111111
"151",52.22222222,44.44444444,68.33333333,45.55555556,39.44444444,65,57.22222222,56.11111111,23.33333333,54.44444444,40,51.11111111,52.22222222,23.88888889,40.55555556,28.88888889,33.33333333
"152",30.55555556,33.88888889,28.88888889,43.33333333,72.77777778,57.77777778,66.11111111,47.77777778,54.44444444,32.22222222,72.77777778,61.11111111,60,41.66666667,23.88888889,72.77777778,57.77777778
"153",58.88888889,53.33333333,56.11111111,68.88888889,71.11111111,73.33333333,49.44444444,32.77777778,46.11111111,26.66666667,56.66666667,33.33333333,26.11111111,24.44444444,28.33333333,71.66666667,25.55555556
"154",58.33333333,65.55555556,62.22222222,58.33333333,40.55555556,31.11111111,26.66666667,46.66666667,56.11111111,58.88888889,68.33333333,29.44444444,37.77777778,52.77777778,20,39.44444444,46.11111111
"155",41.66666667,55,61.11111111,26.66666667,42.22222222,60,65.55555556,55.55555556,61.66666667,31.66666667,33.88888889,68.33333333,73.88888889,21.66666667,24.44444444,72.22222222,45.55555556
"156",34.44444444,31.66666667,43.88888889,55.55555556,48.33333333,43.88888889,71.66666667,72.77777778,42.77777778,48.33333333,22.77777778,64.44444444,70,43.33333333,43.88888889,61.11111111,41.11111111
"157",52.77777778,46.66666667,35.55555556,31.66666667,35,65,48.88888889,61.66666667,32.22222222,25,28.88888889,62.22222222,47.22222222,38.88888889,62.22222222,23.33333333,41.11111111
"158",65.55555556,50,55.55555556,64.44444444,67.77777778,27.77777778,26.66666667,46.11111111,32.22222222,63.88888889,30.55555556,52.77777778,66.66666667,67.77777778,51.66666667,58.33333333,65.55555556
"159",20,27.77777778,46.11111111,70,52.22222222,37.22222222,53.88888889,55.55555556,35,71.11111111,46.11111111,71.66666667,62.22222222,26.11111111,73.33333333,61.66666667,40.55555556
"160",31.11111111,35.55555556,25,74.44444444,53.88888889,68.33333333,39.44444444,44.44444444,33.88888889,38.88888889,31.11111111,67.22222222,41.66666667,47.22222222,33.88888889,56.66666667,55
"161",61.11111111,23.33333333,36.66666667,60,70.55555556,68.88888889,75,66.66666667,34.44444444,54.44444444,55.55555556,47.77777778,24.44444444,42.22222222,73.88888889,48.33333333,41.11111111
"162",29.44444444,39.44444444,52.22222222,21.11111111,50,20,51.11111111,67.22222222,72.77777778,44.44444444,73.33333333,67.77777778,60.55555556,23.33333333,32.22222222,41.11111111,61.66666667
"163",32.77777778,71.66666667,61.66666667,31.66666667,68.88888889,55,64.44444444,38.33333333,38.88888889,29.44444444,71.66666667,43.88888889,22.77777778,53.33333333,54.44444444,63.88888889,52.77777778
"164",42.77777778,68.88888889,26.66666667,31.11111111,48.88888889,36.11111111,51.66666667,32.77777778,26.66666667,67.22222222,39.44444444,66.66666667,66.66666667,69.44444444,45.55555556,57.77777778,31.66666667
"165",28.88888889,41.66666667,56.66666667,70,72.77777778,56.66666667,46.11111111,46.66666667,52.77777778,43.33333333,21.66666667,31.11111111,75,55.55555556,21.11111111,22.22222222,52.77777778
"166",56.11111111,28.88888889,48.88888889,48.88888889,45,52.77777778,57.22222222,55.55555556,53.33333333,66.11111111,52.77777778,36.66666667,29.44444444,74.44444444,24.44444444,36.11111111,45.55555556
"167",71.66666667,44.44444444,36.11111111,39.44444444,53.88888889,46.66666667,73.33333333,33.33333333,54.44444444,27.77777778,45,68.88888889,40.55555556,48.88888889,74.44444444,69.44444444,73.88888889
"168",23.33333333,24.44444444,50.55555556,36.11111111,39.44444444,31.66666667,44.44444444,45,62.22222222,66.66666667,58.33333333,67.77777778,47.77777778,69.44444444,65,58.88888889,68.88888889
"169",35.55555556,35.55555556,22.77777778,43.88888889,63.33333333,69.44444444,41.66666667,73.33333333,27.22222222,75,32.22222222,47.77777778,37.77777778,44.44444444,45,30.55555556,53.88888889
"170",70.55555556,63.88888889,32.22222222,36.66666667,56.66666667,52.22222222,50.55555556,58.33333333,35.55555556,53.33333333,74.44444444,42.77777778,28.88888889,28.33333333,46.66666667,30.55555556,51.11111111
"171",41.66666667,59.44444444,62.22222222,20.55555556,58.88888889,48.88888889,70.55555556,70,34.44444444,35.55555556,63.88888889,68.88888889,66.11111111,27.22222222,47.22222222,72.77777778,57.22222222
"172",67.22222222,60,73.88888889,23.33333333,45.55555556,39.44444444,63.33333333,63.88888889,64.44444444,72.77777778,70.55555556,62.22222222,37.77777778,42.77777778,63.88888889,37.22222222,46.66666667
"173",72.77777778,36.66666667,27.22222222,59.44444444,43.88888889,49.44444444,72.22222222,53.88888889,63.88888889,57.77777778,50.55555556,30,60,33.33333333,49.44444444,57.77777778,31.11111111
"174",73.88888889,37.22222222,23.88888889,21.66666667,69.44444444,58.88888889,47.77777778,28.88888889,33.88888889,37.77777778,68.88888889,48.88888889,59.44444444,51.66666667,61.11111111,40.55555556,27.22222222
"175",22.22222222,46.66666667,46.11111111,40.55555556,59.44444444,24.44444444,68.88888889,37.77777778,30,45,25.55555556,42.77777778,24.44444444,48.33333333,22.22222222,32.22222222,73.33333333
"176",47.22222222,33.88888889,25.55555556,34.44444444,72.77777778,30,42.77777778,33.33333333,66.11111111,50.55555556,51.11111111,67.22222222,46.66666667,23.88888889,30,60,25
"177",21.66666667,58.88888889,25.55555556,73.88888889,63.33333333,21.11111111,58.33333333,20.55555556,54.44444444,54.44444444,47.77777778,58.33333333,46.11111111,23.88888889,48.88888889,62.22222222,66.66666667
"178",58.33333333,59.44444444,63.88888889,47.22222222,37.22222222,26.66666667,70.55555556,20.55555556,27.22222222,37.22222222,61.11111111,57.77777778,40,72.77777778,70,68.88888889,74.44444444
"179",43.88888889,64.44444444,68.88888889,25.55555556,75,42.77777778,21.66666667,47.22222222,47.77777778,64.44444444,33.88888889,49.44444444,43.33333333,28.88888889,66.66666667,20,63.88888889
"180",67.77777778,33.33333333,56.11111111,42.77777778,41.66666667,41.66666667,74.44444444,33.33333333,21.66666667,20.55555556,48.88888889,73.33333333,75,31.11111111,56.11111111,30,62.77777778
