"","distance_ 67045","distance_ 67051","distance_ 67174","distance_ 67258","distance_ 67507","distance_ 67609","distance_ 67630","distance_ 69202","distance_ 69484","distance_ 69571","distance_ 69661","distance_ 69679","distance_ 69712","distance_ 70516"
"163",29.44444444,48.88888889,35.55555556,30,65.55555556,64.44444444,43.88888889,71.66666667,38.33333333,22.77777778,75,28.33333333,35.55555556,23.33333333
"164",75,39.44444444,20,20,42.77777778,51.11111111,34.44444444,44.44444444,43.88888889,41.66666667,66.66666667,61.11111111,69.44444444,55
"165",27.22222222,62.22222222,20,22.77777778,40,39.44444444,43.88888889,30,21.11111111,51.66666667,30.55555556,73.88888889,59.44444444,67.77777778
"166",41.66666667,46.11111111,46.11111111,34.44444444,70.55555556,66.66666667,69.44444444,56.11111111,38.33333333,47.77777778,62.22222222,47.22222222,53.33333333,33.88888889
"167",70,45,40,32.77777778,26.66666667,52.77777778,28.88888889,57.77777778,48.33333333,51.11111111,27.77777778,22.77777778,67.77777778,39.44444444
"168",58.33333333,31.66666667,58.33333333,50,63.88888889,20.55555556,67.22222222,52.77777778,75,53.88888889,62.22222222,29.44444444,53.88888889,30.55555556
"169",61.66666667,64.44444444,53.33333333,40.55555556,63.88888889,52.77777778,22.22222222,71.11111111,51.11111111,29.44444444,26.11111111,48.88888889,38.33333333,26.66666667
"170",54.44444444,50,55,68.33333333,63.33333333,46.66666667,69.44444444,55,22.22222222,33.33333333,28.88888889,70,63.33333333,26.11111111
"171",71.66666667,57.77777778,65.55555556,21.66666667,51.11111111,62.77777778,52.77777778,67.77777778,74.44444444,37.22222222,37.22222222,35.55555556,27.22222222,27.77777778
"172",51.66666667,70,30,56.11111111,72.22222222,41.66666667,26.66666667,57.22222222,52.77777778,46.66666667,61.66666667,32.77777778,68.33333333,55
"173",32.77777778,48.33333333,35.55555556,62.77777778,22.77777778,43.88888889,61.66666667,55,48.88888889,36.11111111,60.55555556,68.88888889,41.66666667,48.88888889
"174",41.66666667,38.33333333,30.55555556,45.55555556,50,42.77777778,33.88888889,35.55555556,50,47.77777778,38.33333333,28.33333333,27.22222222,73.33333333
"175",65,47.22222222,41.11111111,50.55555556,46.66666667,22.22222222,22.22222222,74.44444444,62.77777778,43.88888889,39.44444444,21.11111111,66.11111111,49.44444444
"176",23.88888889,30.55555556,33.33333333,32.22222222,20,23.88888889,56.11111111,51.11111111,75,70.55555556,56.11111111,27.77777778,20.55555556,66.11111111
"177",21.11111111,73.88888889,42.22222222,26.11111111,59.44444444,33.88888889,26.66666667,23.33333333,50,58.33333333,44.44444444,25,73.88888889,71.11111111
"178",59.44444444,25,53.33333333,50.55555556,20.55555556,22.77777778,63.33333333,35.55555556,69.44444444,70,66.11111111,35.55555556,67.77777778,46.11111111
"179",51.66666667,34.44444444,65,50.55555556,20,30,66.11111111,32.77777778,55.55555556,74.44444444,34.44444444,53.88888889,54.44444444,57.77777778
"180",59.44444444,69.44444444,43.33333333,28.88888889,48.88888889,31.66666667,30.55555556,40,59.44444444,39.44444444,21.66666667,28.33333333,38.88888889,23.88888889
